reserva_id,codigo_reserva,numero_ticket,vuelo_id,pasaporte_comprador,nombre_comprador,nacionalidad_comprador,fecha_nacimiento_comprador,numero_asiento,clase,comida_y_maleta,pasaporte_pasajero,nombre_pasajero,nacionalidad_pasajero,fecha_nacimiento_pasajero
623,LUD7177-0623,839,121,N07672370,Kevin Wilson,Uruguaya,1986-09-11,23,Economica,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
4660,EAL8271-4660,5481,117,V79731274,Corey Elliott,Venezolana,1979-10-04,17,Primera clase,FALSO,T59160871,Lucas Jones,Uruguaya,1992-03-02
1269,COG7539-1269,2136,111,G04408945,Robert Butler,Argentina,1974-02-02,29,Economica,FALSO,D64763364,James Johnson,Chilena,1994-06-09
873,KAI7891-0873,8745,133,Y05451726,Kathleen Johnson,Chilena,1973-02-24,11,Economica,FALSO,J46009647,Erica Ochoa,Italiana,1994-03-11
4464,LAM9554-4464,66,109,K07643594,Suzanne Goodman,Chilena,1987-11-16,18,Primera clase,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
1195,UAN2881-1195,2139,108,J76795477,Mikayla White,Argentina,1984-09-30,18,Economica,FALSO,J76795477,Mikayla White,Argentina,1984-09-30
2414,ADC8249-2414,4331,119,D46250570,Michael Mcdaniel,Venezolana,1994-11-04,14,Primera clase,FALSO,A17367163,Jane Berger,Italiana,1987-05-29
2875,BTA9626-2875,5869,103,G15489494,Anthony Francis,Argentina,1988-02-13,18,Primera clase,VERDADERO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
2123,IBE2338-2123,9596,104,J46610530,Andrew Torres,Alemana,1981-12-01,23,Economica,VERDADERO,J34719947,Heather Scott,Estadounidense,1973-05-02
1,XLE7933-0001,8653,95,E44895667,Angela Reynolds,Estadounidense,1982-08-09,13,Economica,VERDADERO,D76513142,Victoria Brennan,Uruguaya,1977-06-19
21,LAW1134-0021,1237,97,V39868007,Cassandra Kirby,Chilena,1997-04-02,22,Economica,VERDADERO,O85238546,Sheri Mcdonald,Argentina,1984-03-14
1269,COG7539-1269,4695,111,G04408945,Robert Butler,Argentina,1974-02-02,17,Economica,FALSO,L97895867,Sarah Williams,Uruguaya,1992-11-06
3999,NCY1133-3999,899,122,H23592194,Ethan Gilbert,Uruguaya,1975-12-30,10,Economica,VERDADERO,D39176940,Patrick Choi,Chilena,1985-06-26
174,LUD5927-0174,7101,102,I78807927,Robert Kelly,Chilena,1975-02-26,9,Economica,VERDADERO,D84069297,Brittany Jones,Uruguaya,1978-04-30
1090,IBE2338-1090,7257,104,G15489494,Anthony Francis,Argentina,1988-02-13,30,Economica,FALSO,X91486662,Heather Smith,Chilena,1976-11-13
3564,LAW1134-3564,9144,97,Y05451726,Kathleen Johnson,Chilena,1973-02-24,21,Primera clase,VERDADERO,F23633774,Amanda Ruiz,Francesa,1977-07-09
1907,XLE7933-1907,1143,95,C87025090,Diana Frank,Alemana,1979-12-07,15,Primera clase,VERDADERO,X66304032,Victoria Odom,Francesa,1986-12-04
3568,COG3144-3568,20,98,I71394677,Jessica Macias,Chilena,1986-04-12,6,Primera clase,VERDADERO,S05106445,Gregory Andrade,Mexicana,1984-12-20
4981,KAI7891-4981,5051,133,O85238546,Sheri Mcdonald,Argentina,1984-03-14,2,Economica,FALSO,O85238546,Sheri Mcdonald,Argentina,1984-03-14
2440,ETA6742-2440,4488,120,T18212951,Joel Compton,Argentina,1991-03-03,13,Ejecutiva,FALSO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
4726,ETA6742-4726,4194,120,J86333952,Leslie Howard,Venezolana,1971-09-22,16,Economica,VERDADERO,G96421276,Alexander Martin,Estadounidense,1980-04-24
1269,COG7539-1269,9533,111,G04408945,Robert Butler,Argentina,1974-02-02,8,Economica,VERDADERO,V03976673,Mark Greene,Chilena,1998-12-09
4137,ADC6283-4137,7865,127,G15489494,Anthony Francis,Argentina,1988-02-13,14,Economica,FALSO,G15489494,Anthony Francis,Argentina,1988-02-13
9,LAW6318-0009,1247,96,D84069297,Brittany Jones,Uruguaya,1978-04-30,18,Economica,FALSO,P84627985,Meghan Davis,Chilena,1970-11-15
2262,COG7539-2262,6687,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,21,Economica,FALSO,W06120402,Adam Clark,Estadounidense,1993-06-10
2964,UCA4751-2964,2920,107,Y88079794,Gregory Bradley,Chilena,1986-04-18,3,Economica,FALSO,Y88079794,Gregory Bradley,Chilena,1986-04-18
820,COG4299-0820,1803,129,J34719947,Heather Scott,Estadounidense,1973-05-02,4,Primera clase,FALSO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4123,QAF4466-4123,9323,126,J39937043,Danielle Johnson,Mexicana,1981-12-18,11,Primera clase,FALSO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
4726,ETA6742-4726,5420,120,J86333952,Leslie Howard,Venezolana,1971-09-22,28,Economica,FALSO,J86333952,Leslie Howard,Venezolana,1971-09-22
489,NCY5615-0489,739,116,X49704522,James Rojas,Chilena,1986-05-29,19,Economica,VERDADERO,J39937043,Danielle Johnson,Mexicana,1981-12-18
4763,EAL7933-4763,1539,123,D39176940,Patrick Choi,Chilena,1985-06-26,20,Ejecutiva,VERDADERO,D39176940,Patrick Choi,Chilena,1985-06-26
3836,ETA7128-3836,4307,114,F15206543,Kristen Harris,Chilena,1972-11-25,12,Economica,FALSO,F15206543,Kristen Harris,Chilena,1972-11-25
3168,ETA7128-3168,8101,114,P84627985,Meghan Davis,Chilena,1970-11-15,8,Economica,VERDADERO,I71394677,Jessica Macias,Chilena,1986-04-12
4404,QAF6392-4404,6603,106,R56995721,David Keller,Venezolana,1975-07-24,27,Primera clase,FALSO,F15206543,Kristen Harris,Chilena,1972-11-25
1699,COG4299-1699,146,129,I19062847,Christopher Garcia,Chilena,1986-12-06,25,Economica,FALSO,D99418548,Alexis Smith,Argentina,1997-03-21
4660,EAL8271-4660,5238,117,V79731274,Corey Elliott,Venezolana,1979-10-04,11,Primera clase,VERDADERO,X91486662,Heather Smith,Chilena,1976-11-13
231,UAN2881-0231,7278,108,N68461604,Gary Vasquez,Chilena,1984-11-21,26,Ejecutiva,FALSO,N68461604,Gary Vasquez,Chilena,1984-11-21
4427,UCA4751-4427,3668,107,F70729457,Justin Hudson,Chilena,1994-02-12,18,Primera clase,VERDADERO,E44895667,Angela Reynolds,Estadounidense,1982-08-09
4926,LAM9574-4926,119,131,A17367163,Jane Berger,Italiana,1987-05-29,16,Economica,FALSO,A17367163,Jane Berger,Italiana,1987-05-29
3825,XLE5111-3825,637,112,W23173820,Gabrielle Alvarez,Argentina,1992-11-04,5,Ejecutiva,VERDADERO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
222,UCA4751-0222,3771,107,L87663260,Heather Bolton,Estadounidense,1982-09-17,6,Economica,VERDADERO,J46009647,Erica Ochoa,Italiana,1994-03-11
1515,NCY1133-1515,2919,122,C63211080,Brian Mitchell,Chilena,1983-05-04,24,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,1975-02-26
736,XLE3285-0736,9912,125,D64763364,James Johnson,Chilena,1994-06-09,6,Ejecutiva,FALSO,Q76465555,Isaiah Wood,Francesa,1980-11-05
797,ADC6283-0797,4691,127,O85238546,Sheri Mcdonald,Argentina,1984-03-14,3,Primera clase,FALSO,O85238546,Sheri Mcdonald,Argentina,1984-03-14
4646,NCY5615-4646,7757,116,I19062847,Christopher Garcia,Chilena,1986-12-06,13,Primera clase,VERDADERO,I19062847,Christopher Garcia,Chilena,1986-12-06
1970,LAW1134-1970,4033,97,Z87364523,Samantha Martin,Alemana,1981-03-26,24,Economica,VERDADERO,O41678476,Andrew Malone,Argentina,1996-06-24
102,LAT5532-0102,3482,100,G96421276,Alexander Martin,Estadounidense,1980-04-24,7,Ejecutiva,VERDADERO,G96421276,Alexander Martin,Estadounidense,1980-04-24
4365,BTA9626-4365,7655,103,D64763364,James Johnson,Chilena,1994-06-09,12,Primera clase,FALSO,N55362278,Laura Marshall,Chilena,1991-05-19
4763,EAL7933-4763,2862,123,D39176940,Patrick Choi,Chilena,1985-06-26,32,Ejecutiva,FALSO,N15841852,John Mcneil,Chilena,1981-06-15
1678,ADC6283-1678,2028,127,N47846939,John Lee,Italiana,1996-01-25,23,Primera clase,VERDADERO,Z87364523,Samantha Martin,Alemana,1981-03-26
222,UCA4751-0222,957,107,L87663260,Heather Bolton,Estadounidense,1982-09-17,23,Primera clase,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4604,ETA7128-4604,9396,114,C87025090,Diana Frank,Alemana,1979-12-07,6,Ejecutiva,VERDADERO,B30315997,Tina Shaw,Estadounidense,1996-10-26
372,LRC4743-0372,2089,110,L87663260,Heather Bolton,Estadounidense,1982-09-17,22,Economica,FALSO,R17782317,Zachary Davenport,Venezolana,1971-12-29
613,ADC8249-0613,7515,119,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,24,Primera clase,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
2556,LRC9669-2556,3187,130,Z87364523,Samantha Martin,Alemana,1981-03-26,15,Economica,FALSO,Z87364523,Samantha Martin,Alemana,1981-03-26
3568,COG3144-3568,6894,98,I71394677,Jessica Macias,Chilena,1986-04-12,16,Ejecutiva,VERDADERO,F23633774,Amanda Ruiz,Francesa,1977-07-09
92,UAN2468-0092,4340,99,F23633774,Amanda Ruiz,Francesa,1977-07-09,7,Economica,FALSO,G15489494,Anthony Francis,Argentina,1988-02-13
2621,LAW6318-2621,3682,96,I19062847,Christopher Garcia,Chilena,1986-12-06,28,Ejecutiva,VERDADERO,I19062847,Christopher Garcia,Chilena,1986-12-06
3405,BTA8394-3405,5378,128,G69357980,Jerry Park,Argentina,1980-06-28,14,Economica,FALSO,Y23187711,Vicki Ward,Argentina,1981-08-31
1927,LAW6318-1927,3192,96,N24258653,Kayla Douglas,Uruguaya,1970-04-28,1,Economica,VERDADERO,O01507856,James Hunter,Chilena,1995-05-14
2633,COG3144-2633,791,98,I19062847,Christopher Garcia,Chilena,1986-12-06,2,Economica,FALSO,Z51226931,Matthew Simmons,Chilena,1978-05-18
2910,LAW6351-2910,6358,105,V79731274,Corey Elliott,Venezolana,1979-10-04,8,Primera clase,FALSO,U37349664,Diane Ritter,Venezolana,1996-05-05
4669,MPH1782-4669,9949,118,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,9,Economica,FALSO,Y05451726,Kathleen Johnson,Chilena,1973-02-24
3287,MPH1782-3287,9692,118,F69466449,Jennifer Eaton,Chilena,1995-08-29,24,Economica,FALSO,F69466449,Jennifer Eaton,Chilena,1995-08-29
4177,LAM9574-4177,7015,131,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,23,Economica,FALSO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
2855,LUD5927-2855,8568,102,C87025090,Diana Frank,Alemana,1979-12-07,22,Economica,FALSO,X66304032,Victoria Odom,Francesa,1986-12-04
3712,IBE2338-3712,5333,104,U37349664,Diane Ritter,Venezolana,1996-05-05,5,Primera clase,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
3728,LAW6351-3728,1505,105,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,15,Ejecutiva,VERDADERO,F89276118,Todd Wilkins,Italiana,1991-01-30
435,ETA7128-0435,2714,114,O04335063,Jonathan Sims,Estadounidense,1974-04-13,10,Ejecutiva,VERDADERO,T59160871,Lucas Jones,Uruguaya,1992-03-02
4697,ADC8249-4697,3380,119,D64763364,James Johnson,Chilena,1994-06-09,25,Primera clase,FALSO,D64763364,James Johnson,Chilena,1994-06-09
4033,IBE8751-4033,3538,124,J86333952,Leslie Howard,Venezolana,1971-09-22,32,Primera clase,FALSO,J47009281,Susan Stewart MD,Estadounidense,1997-02-08
1080,LUD5927-1080,1726,102,R56995721,David Keller,Venezolana,1975-07-24,5,Primera clase,VERDADERO,R17782317,Zachary Davenport,Venezolana,1971-12-29
2875,BTA9626-2875,9947,103,G15489494,Anthony Francis,Argentina,1988-02-13,25,Economica,VERDADERO,D46250570,Michael Mcdaniel,Venezolana,1994-11-04
4241,COG3144-4241,2072,98,X66304032,Victoria Odom,Francesa,1986-12-04,24,Economica,FALSO,X66304032,Victoria Odom,Francesa,1986-12-04
3003,LAM9554-3003,7161,109,C87025090,Diana Frank,Alemana,1979-12-07,6,Primera clase,FALSO,G96421276,Alexander Martin,Estadounidense,1980-04-24
873,KAI7891-0873,1837,133,Y05451726,Kathleen Johnson,Chilena,1973-02-24,13,Economica,FALSO,Y88079794,Gregory Bradley,Chilena,1986-04-18
2988,UAN2881-2988,8299,108,N07672370,Kevin Wilson,Uruguaya,1986-09-11,20,Economica,VERDADERO,F23633774,Amanda Ruiz,Francesa,1977-07-09
1542,EAL7933-1542,8953,123,T59160871,Lucas Jones,Uruguaya,1992-03-02,28,Economica,VERDADERO,I78807927,Robert Kelly,Chilena,1975-02-26
3168,ETA7128-3168,6828,114,P84627985,Meghan Davis,Chilena,1970-11-15,27,Ejecutiva,VERDADERO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
4209,XLE7933-4209,2350,95,M25657749,Casey Bennett,Estadounidense,1984-03-12,4,Ejecutiva,VERDADERO,L94336722,Julia Watkins,Uruguaya,1995-08-25
2262,COG7539-2262,5862,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,18,Economica,VERDADERO,L94336722,Julia Watkins,Uruguaya,1995-08-25
3887,NCY5615-3887,8547,116,V03976673,Mark Greene,Chilena,1998-12-09,11,Economica,VERDADERO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
2218,UAN2881-2218,2354,108,L97895867,Sarah Williams,Uruguaya,1992-11-06,14,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,1975-02-26
873,KAI7891-0873,5766,133,Y05451726,Kathleen Johnson,Chilena,1973-02-24,21,Primera clase,FALSO,Y05451726,Kathleen Johnson,Chilena,1973-02-24
403,COG7539-0403,2339,111,L87663260,Heather Bolton,Estadounidense,1982-09-17,11,Primera clase,VERDADERO,L87663260,Heather Bolton,Estadounidense,1982-09-17
4123,QAF4466-4123,9204,126,J39937043,Danielle Johnson,Mexicana,1981-12-18,30,Economica,FALSO,V39868007,Cassandra Kirby,Chilena,1997-04-02
4427,UCA4751-4427,630,107,F70729457,Justin Hudson,Chilena,1994-02-12,10,Primera clase,VERDADERO,F70729457,Justin Hudson,Chilena,1994-02-12
4727,LUD7177-4727,1396,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,15,Economica,VERDADERO,X91486662,Heather Smith,Chilena,1976-11-13
2280,ETA7128-2280,31,114,N24258653,Kayla Douglas,Uruguaya,1970-04-28,4,Economica,VERDADERO,N24258653,Kayla Douglas,Uruguaya,1970-04-28
2577,LAM9574-2577,8480,131,P84627985,Meghan Davis,Chilena,1970-11-15,11,Economica,FALSO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
102,LAT5532-0102,5841,100,G96421276,Alexander Martin,Estadounidense,1980-04-24,16,Economica,FALSO,N24258653,Kayla Douglas,Uruguaya,1970-04-28
2262,COG7539-2262,2724,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,16,Primera clase,FALSO,I78807927,Robert Kelly,Chilena,1975-02-26
2890,IBE2338-2890,7567,104,O41678476,Andrew Malone,Argentina,1996-06-24,22,Economica,FALSO,O41678476,Andrew Malone,Argentina,1996-06-24
255,LAM9554-0255,9052,109,I63697476,Emily Sullivan,Venezolana,1991-07-25,28,Primera clase,VERDADERO,I63697476,Emily Sullivan,Venezolana,1991-07-25
4772,XLE3285-4772,854,125,V03976673,Mark Greene,Chilena,1998-12-09,24,Economica,FALSO,O85238546,Sheri Mcdonald,Argentina,1984-03-14
4800,ADC6283-4800,1080,127,I78807927,Robert Kelly,Chilena,1975-02-26,6,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,1996-05-05
4758,NCY1133-4758,9593,122,J39937043,Danielle Johnson,Mexicana,1981-12-18,25,Ejecutiva,FALSO,E44895667,Angela Reynolds,Estadounidense,1982-08-09
905,LAW6318-0905,3331,96,F89276118,Todd Wilkins,Italiana,1991-01-30,20,Economica,VERDADERO,W23173820,Gabrielle Alvarez,Argentina,1992-11-04
2625,LAW1134-2625,2168,97,N47846939,John Lee,Italiana,1996-01-25,20,Economica,VERDADERO,N47846939,John Lee,Italiana,1996-01-25
1430,MPH1782-1430,986,118,L56496275,Cheryl Bolton,Uruguaya,1972-12-16,18,Economica,VERDADERO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
2875,BTA9626-2875,117,103,G15489494,Anthony Francis,Argentina,1988-02-13,14,Economica,VERDADERO,X84322989,Mr. Russell Abbott,Chilena,1984-11-16
3396,ADC6283-3396,5363,127,H44001820,Ann Robertson,Venezolana,1998-04-27,2,Economica,FALSO,G04408945,Robert Butler,Argentina,1974-02-02
3752,UCA4751-3752,3611,107,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,25,Ejecutiva,VERDADERO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
4902,COG4299-4902,7484,129,F15206543,Kristen Harris,Chilena,1972-11-25,6,Economica,FALSO,B30315997,Tina Shaw,Estadounidense,1996-10-26
2262,COG7539-2262,2292,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,9,Economica,VERDADERO,P11550487,Maria Perez,Francesa,1996-08-11
4004,EAL7933-4004,9435,123,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,31,Primera clase,VERDADERO,G96421276,Alexander Martin,Estadounidense,1980-04-24
1618,IBE8751-1618,3214,124,N47846939,John Lee,Italiana,1996-01-25,28,Economica,FALSO,J46009647,Erica Ochoa,Italiana,1994-03-11
2465,NCY1133-2465,2578,122,G69357980,Jerry Park,Argentina,1980-06-28,17,Economica,FALSO,A40223024,Janice Smith,Argentina,1993-03-25
3294,ETA6742-3294,4764,120,N07672370,Kevin Wilson,Uruguaya,1986-09-11,5,Primera clase,VERDADERO,K07643594,Suzanne Goodman,Chilena,1987-11-16
4004,EAL7933-4004,8829,123,I71542181,Alfred Martin Jr.,Chilena,1989-11-10,19,Primera clase,FALSO,O41678476,Andrew Malone,Argentina,1996-06-24
905,LAW6318-0905,6016,96,F89276118,Todd Wilkins,Italiana,1991-01-30,19,Ejecutiva,VERDADERO,F89276118,Todd Wilkins,Italiana,1991-01-30
4926,LAM9574-4926,8272,131,A17367163,Jane Berger,Italiana,1987-05-29,18,Economica,VERDADERO,D99418548,Alexis Smith,Argentina,1997-03-21
3080,XLE5111-3080,3139,112,S03830222,Amanda Andrade,Italiana,1993-11-06,22,Ejecutiva,FALSO,X91486662,Heather Smith,Chilena,1976-11-13
1991,UAN2468-1991,4170,99,D84069297,Brittany Jones,Uruguaya,1978-04-30,29,Economica,VERDADERO,D84069297,Brittany Jones,Uruguaya,1978-04-30
2193,UCA4751-2193,7233,107,Y23187711,Vicki Ward,Argentina,1981-08-31,12,Economica,VERDADERO,U37349664,Diane Ritter,Venezolana,1996-05-05
2281,KAI3589-2281,8217,115,X49704522,James Rojas,Chilena,1986-05-29,15,Primera clase,FALSO,X49704522,James Rojas,Chilena,1986-05-29
174,LUD5927-0174,9569,102,I78807927,Robert Kelly,Chilena,1975-02-26,10,Ejecutiva,VERDADERO,G69357980,Jerry Park,Argentina,1980-06-28
1090,IBE2338-1090,3570,104,G15489494,Anthony Francis,Argentina,1988-02-13,26,Economica,VERDADERO,A17367163,Jane Berger,Italiana,1987-05-29
4473,COG7539-4473,2475,111,T18212951,Joel Compton,Argentina,1991-03-03,25,Primera clase,VERDADERO,F15206543,Kristen Harris,Chilena,1972-11-25
3972,ADC8249-3972,4475,119,U68917595,Paul Brown,Francesa,1987-08-24,7,Ejecutiva,FALSO,U68917595,Paul Brown,Francesa,1987-08-24
743,QAF4466-0743,348,126,C59429415,Brian Garcia,Chilena,1992-04-20,22,Ejecutiva,VERDADERO,L56496275,Cheryl Bolton,Uruguaya,1972-12-16
2193,UCA4751-2193,5853,107,Y23187711,Vicki Ward,Argentina,1981-08-31,4,Ejecutiva,VERDADERO,W06120402,Adam Clark,Estadounidense,1993-06-10
3287,MPH1782-3287,2329,118,F69466449,Jennifer Eaton,Chilena,1995-08-29,1,Economica,FALSO,F89276118,Todd Wilkins,Italiana,1991-01-30
1331,ETA7128-1331,4357,114,V03976673,Mark Greene,Chilena,1998-12-09,11,Economica,VERDADERO,M25657749,Casey Bennett,Estadounidense,1984-03-12
3536,XLE7933-3536,6868,95,G04408945,Robert Butler,Argentina,1974-02-02,18,Primera clase,FALSO,G15489494,Anthony Francis,Argentina,1988-02-13
1007,COG3144-1007,8281,98,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,12,Economica,FALSO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
3037,LRC4743-3037,6212,110,J47009281,Susan Stewart MD,Estadounidense,1997-02-08,17,Economica,FALSO,A40223024,Janice Smith,Argentina,1993-03-25
2964,UCA4751-2964,7738,107,Y88079794,Gregory Bradley,Chilena,1986-04-18,26,Primera clase,VERDADERO,I71542181,Alfred Martin Jr.,Chilena,1989-11-10
3293,ADC8249-3293,2821,119,C59429415,Brian Garcia,Chilena,1992-04-20,9,Primera clase,VERDADERO,P34583903,Kelsey Huff,Estadounidense,1972-08-08
2262,COG7539-2262,7657,111,F69466449,Jennifer Eaton,Chilena,1995-08-29,6,Ejecutiva,VERDADERO,Y23187711,Vicki Ward,Argentina,1981-08-31
3463,LAT2175-3463,5896,132,V79731274,Corey Elliott,Venezolana,1979-10-04,20,Ejecutiva,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
736,XLE3285-0736,981,125,D64763364,James Johnson,Chilena,1994-06-09,1,Primera clase,FALSO,J33947155,Amanda Mccarthy,Venezolana,1995-08-25
3293,ADC8249-3293,9031,119,C59429415,Brian Garcia,Chilena,1992-04-20,17,Primera clase,FALSO,C59429415,Brian Garcia,Chilena,1992-04-20
1361,KAI3589-1361,8504,115,P11550487,Maria Perez,Francesa,1996-08-11,18,Primera clase,VERDADERO,P11550487,Maria Perez,Francesa,1996-08-11
3080,XLE5111-3080,8744,112,S03830222,Amanda Andrade,Italiana,1993-11-06,27,Economica,FALSO,S03830222,Amanda Andrade,Italiana,1993-11-06
174,LUD5927-0174,4453,102,I78807927,Robert Kelly,Chilena,1975-02-26,8,Primera clase,FALSO,I07581924,Kelsey Powell,Francesa,1989-07-10
3003,LAM9554-3003,8724,109,C87025090,Diana Frank,Alemana,1979-12-07,15,Economica,VERDADERO,Z87364523,Samantha Martin,Alemana,1981-03-26
405,XLE5111-0405,6198,112,Z87364523,Samantha Martin,Alemana,1981-03-26,15,Ejecutiva,VERDADERO,V79731274,Corey Elliott,Venezolana,1979-10-04
4123,QAF4466-4123,8589,126,J39937043,Danielle Johnson,Mexicana,1981-12-18,28,Ejecutiva,VERDADERO,H44001820,Ann Robertson,Venezolana,1998-04-27
2621,LAW6318-2621,8715,96,I19062847,Christopher Garcia,Chilena,1986-12-06,23,Economica,VERDADERO,K07643594,Suzanne Goodman,Chilena,1987-11-16
3593,AZI6476-3593,9669,101,J33947155,Amanda Mccarthy,Venezolana,1995-08-25,10,Economica,FALSO,N49905893,Emma Scott,Chilena,1989-07-29
3147,KEA7139-3147,6463,113,J39937043,Danielle Johnson,Mexicana,1981-12-18,25,Economica,VERDADERO,I07581924,Kelsey Powell,Francesa,1989-07-10
1542,EAL7933-1542,2060,123,T59160871,Lucas Jones,Uruguaya,1992-03-02,22,Economica,VERDADERO,I71394677,Jessica Macias,Chilena,1986-04-12
3471,KAI7891-3471,4702,133,X49704522,James Rojas,Chilena,1986-05-29,27,Ejecutiva,FALSO,G15489494,Anthony Francis,Argentina,1988-02-13
174,LUD5927-0174,3633,102,I78807927,Robert Kelly,Chilena,1975-02-26,12,Primera clase,FALSO,Y33413387,Kimberly Hansen,Argentina,1989-07-02
3237,EAL8271-3237,6441,117,F09235820,Katrina Frye,Chilena,1995-10-11,25,Ejecutiva,VERDADERO,F09235820,Katrina Frye,Chilena,1995-10-11
3059,COG7539-3059,1649,111,J33947155,Amanda Mccarthy,Venezolana,1995-08-25,4,Ejecutiva,VERDADERO,G15489494,Anthony Francis,Argentina,1988-02-13
2542,BTA8394-2542,4538,128,I19062847,Christopher Garcia,Chilena,1986-12-06,27,Primera clase,VERDADERO,C63211080,Brian Mitchell,Chilena,1983-05-04
3231,NCY5615-3231,9822,116,A40223024,Janice Smith,Argentina,1993-03-25,24,Economica,FALSO,E44895667,Angela Reynolds,Estadounidense,1982-08-09
1733,LAT2175-1733,6912,132,J46009647,Erica Ochoa,Italiana,1994-03-11,2,Economica,VERDADERO,R56995721,David Keller,Venezolana,1975-07-24
4727,LUD7177-4727,3441,121,Z09262256,Joseph Wilson,Uruguaya,1993-07-28,19,Primera clase,FALSO,Z09262256,Joseph Wilson,Uruguaya,1993-07-28
4922,LRC9669-4922,6586,130,J46009647,Erica Ochoa,Italiana,1994-03-11,5,Ejecutiva,FALSO,J46009647,Erica Ochoa,Italiana,1994-03-11
743,QAF4466-0743,9806,126,C59429415,Brian Garcia,Chilena,1992-04-20,23,Ejecutiva,VERDADERO,C59429415,Brian Garcia,Chilena,1992-04-20
255,LAM9554-0255,951,109,I63697476,Emily Sullivan,Venezolana,1991-07-25,19,Ejecutiva,VERDADERO,D84069297,Brittany Jones,Uruguaya,1978-04-30
3564,LAW1134-3564,7165,97,Y05451726,Kathleen Johnson,Chilena,1973-02-24,4,Primera clase,FALSO,Q62966391,Patricia Parker,Mexicana,1994-08-07
2577,LAM9574-2577,8940,131,P84627985,Meghan Davis,Chilena,1970-11-15,10,Economica,FALSO,P34583903,Kelsey Huff,Estadounidense,1972-08-08
3394,QAF4466-3394,5007,126,J46610530,Andrew Torres,Alemana,1981-12-01,24,Economica,VERDADERO,J46610530,Andrew Torres,Alemana,1981-12-01
2133,LAW6351-2133,5569,105,Y13424296,Katherine Perez,Mexicana,1978-07-29,1,Ejecutiva,FALSO,Y13424296,Katherine Perez,Mexicana,1978-07-29
159,AZI6476-0159,2378,101,C59429415,Brian Garcia,Chilena,1992-04-20,8,Economica,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
1288,KEA7139-1288,9141,113,S03830222,Amanda Andrade,Italiana,1993-11-06,21,Ejecutiva,VERDADERO,S03830222,Amanda Andrade,Italiana,1993-11-06
2578,LAT2175-2578,5567,132,Y88079794,Gregory Bradley,Chilena,1986-04-18,18,Economica,VERDADERO,T72132858,Kathy Luna,Chilena,1990-07-13
2281,KAI3589-2281,8633,115,X49704522,James Rojas,Chilena,1986-05-29,16,Economica,FALSO,H44001820,Ann Robertson,Venezolana,1998-04-27
3819,COG7539-3819,3959,111,X84322989,Mr. Russell Abbott,Chilena,1984-11-16,22,Economica,FALSO,D39176940,Patrick Choi,Chilena,1985-06-26
1251,LRC4743-1251,9712,110,S03830222,Amanda Andrade,Italiana,1993-11-06,5,Ejecutiva,FALSO,K07643594,Suzanne Goodman,Chilena,1987-11-16
2193,UCA4751-2193,1282,107,Y23187711,Vicki Ward,Argentina,1981-08-31,24,Economica,VERDADERO,N07672370,Kevin Wilson,Uruguaya,1986-09-11
628,NCY1133-0628,5073,122,J76795477,Mikayla White,Argentina,1984-09-30,4,Economica,FALSO,Y38354449,Nicole Petty,Estadounidense,1988-02-07
2048,LUD5927-2048,4134,102,J86333952,Leslie Howard,Venezolana,1971-09-22,30,Ejecutiva,FALSO,J86333952,Leslie Howard,Venezolana,1971-09-22
2540,ADC6283-2540,7756,127,T18212951,Joel Compton,Argentina,1991-03-03,28,Economica,FALSO,U68917595,Paul Brown,Francesa,1987-08-24
